Pokedex number,Name,Category,Abilities,Catch Rate,Egg Groups,Hatch Time (Cycles),Height (m),Weight (kg),Base Experience Yield,Levelling Rate,Base Friendship,Male Ratio,Female Ratio,Locations,Moves,Gen,Evolves From,Pseudo Legendary,Legendary,Mythical,Ultra Beast,Paradox,HP EV,Atk EV,Def EV,Sp.Atk EV,Sp.Def EV,Speed EV,Total EV Yield,Total Base Stat,HP Stat,Atk Stat,Def Stat,Sp.Atk Stat,Sp.Def Stat,Speed Stat,Normal,Poison,Ground,Rock,Bug,Ghost,Steel,Dragon,Dark,Flying,Fire,Psychic,Ice,Fighting,Water,Grass,Electric,Fairy,Type1,Type2
285,Shroomish,Mushroom Pokémon,"['Effect Spore', 'Poison Heal', 'Quick Feet']",255,"['Fairy', 'Grass']",15,0.4,4.5,65,Fluctuating,70,0.5,0.5,"{'Ruby': 'Petalburg Woods', 'Sapphire': 'Petalburg Woods', 'Emerald': 'Petalburg Woods', 'FireRed': 'Trade', 'LeafGreen': 'Trade', 'Colosseum': 'Trade', 'XD': 'Cipher Lab (Shadow)', 'Diamond': 'Great Marsh (after obtaining National Pokédex)', 'Pearl': 'Great Marsh (after obtaining National Pokédex)', 'Platinum': 'Great Marsh (after obtaining National Pokédex)', 'HeartGold': 'Viridian Forest (Headbutt trees)', 'SoulSilver': 'Viridian Forest (Headbutt trees)', 'Pal Park': 'Forest', 'Black': 'Route 11 (Swarm)', 'White': 'Trade', 'Black 2': 'Breed Breloom', 'White 2': 'Breed Breloom', 'Dream World': 'Dream Park', 'X': 'Breed Breloom', 'Y': 'Breed Breloom', 'Omega Ruby': 'Petalburg Woods', 'Alpha Sapphire': 'Petalburg Woods', 'Sun': 'Pokémon Bank', 'Moon': 'Pokémon Bank', 'Ultra Sun': 'Pokémon Bank', 'Ultra Moon': 'Pokémon Bank', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'Unobtainable', 'Shield': 'Unobtainable', 'Brilliant Diamond': 'Great Marsh (after obtaining National Pokédex)', 'Shining Pearl': 'Great Marsh (after obtaining National Pokédex)', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'South Province: Area Five', 'Violet': 'South Province: Area Five'}","['Absorb', 'Tackle', 'Stun Spore', 'Leech Seed', 'Mega Drain', 'Headbutt', 'Poison Powder', 'Giga Drain', 'Growth', 'Toxic', 'Seed Bomb', 'Spore']",3,,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,295,60,40,60,40,60,35,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,Grass,
286,Breloom,Mushroom Pokémon,"['Effect Spore', 'Poison Heal', 'Technician']",90,"['Fairy', 'Grass']",15,1.2,39.2,165,Fluctuating,70,0.5,0.5,"{'Ruby': 'Evolve Shroomish', 'Sapphire': 'Evolve Shroomish', 'Emerald': 'Evolve Shroomish', 'FireRed': 'Trade', 'LeafGreen': 'Trade', 'Colosseum': 'Trade', 'XD': 'Evolve Shroomish', 'Diamond': 'Evolve Shroomish', 'Pearl': 'Evolve Shroomish', 'Platinum': 'Evolve Shroomish', 'HeartGold': 'Safari Zone (Wasteland with 42 Forest points)', 'SoulSilver': 'Safari Zone (Wasteland with 42 Forest points)', 'Pal Park': 'Forest', 'Black': 'Evolve Shroomish', 'White': 'Trade', 'Black 2': 'Pinwheel Forest (Hidden Grotto)*', 'White 2': 'Pinwheel Forest (Hidden Grotto)*', 'X': 'Friend Safari (Fighting)', 'Y': 'Friend Safari (Fighting)', 'Omega Ruby': 'Evolve Shroomish', 'Alpha Sapphire': 'Evolve Shroomish', 'Sun': 'Pokémon Bank', 'Moon': 'Pokémon Bank', 'Ultra Sun': 'Pokémon Bank', 'Ultra Moon': 'Pokémon Bank', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'Unobtainable', 'Shield': 'Unobtainable', 'Brilliant Diamond': 'Evolve Shroomish', 'Shining Pearl': 'Evolve Shroomish', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'West Province: Area Three', 'Violet': 'West Province: Area Three'}","['Poison Powder', 'Growth', 'Toxic', 'Absorb', 'Tackle', 'Stun Spore', 'Leech Seed', 'Spore', 'Mach Punch', 'Mega Drain', 'Headbutt', 'Feint', 'Counter', 'Force Palm', 'Worry Seed', 'Brick Break', 'Seed Bomb', 'Dynamic Punch', 'Focus Punch']",3,Shroomish,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,2,460,60,130,80,60,60,70,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,4.0,2.0,2.0,2.0,1.0,0.5,0.5,0.5,2.0,Grass,Fighting
287,Slakoth,Slacker Pokémon,['Truant'],255,Field,15,0.8,24.0,83,Slow,70,0.5,0.5,"{'Ruby': 'Petalburg Woods', 'Sapphire': 'Petalburg Woods', 'Emerald': 'Petalburg Woods', 'FireRed': 'Trade', 'LeafGreen': 'Trade', 'Colosseum': 'Trade', 'XD': 'Trade', 'Diamond': 'Eterna Forest (Swarm)', 'Pearl': 'Eterna Forest (Swarm)', 'Platinum': 'Eterna Forest (Swarm)', 'HeartGold': 'Route 25 (Headbutt trees*)', 'SoulSilver': 'Route 25 (Headbutt trees*)', 'Pal Park': 'Forest', 'Black': 'Trade', 'White': 'White Forest', 'Black 2': 'Breed Vigoroth or Slaking', 'White 2': 'Breed Vigoroth or Slaking', 'Dream World': 'Dream Park', 'X': 'Trade', 'Y': 'Trade', 'Omega Ruby': 'Petalburg Woods', 'Alpha Sapphire': 'Petalburg Woods', 'Sun': 'Breed Vigoroth or Slaking', 'Moon': 'Breed Vigoroth or Slaking', 'Ultra Sun': 'Trade', 'Ultra Moon': 'Trade', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'Unobtainable', 'Shield': 'Unobtainable', 'Brilliant Diamond': 'Eterna Forest (Swarm)', 'Shining Pearl': 'Eterna Forest (Swarm)', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'South Province: Area One, Area Three, Area Five', 'Violet': 'South Province: Area One, Area Three, Area Five', 'The Hidden Treasure of Area Zero': 'Coastal Biome, Torchlit Labyrinth'}","['Scratch', 'Yawn', 'Encore', 'Slack Off', 'Headbutt', 'Amnesia', 'Covet', 'Throat Chop', 'Counter', 'Flail', 'Play Rough']",3,,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,280,60,60,60,35,35,30,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Normal,
288,Vigoroth,Wild Monkey Pokémon,['Vital Spirit'],120,Field,15,1.4,46.5,126,Slow,70,0.5,0.5,"{'Ruby': 'Evolve Slakoth', 'Sapphire': 'Evolve Slakoth', 'Emerald': 'Evolve Slakoth', 'FireRed': 'Trade', 'LeafGreen': 'Trade', 'Colosseum': 'Trade', 'XD': 'Trade', 'Diamond': 'Evolve Slakoth', 'Pearl': 'Evolve Slakoth', 'Platinum': 'Evolve Slakoth', 'HeartGold': 'Safari Zone (Peak with 56 Forest points and 28 Plains points)', 'SoulSilver': 'Safari Zone (Peak with 56 Forest points and 28 Plains points)', 'Pal Park': 'Forest', 'Black': 'Trade', 'White': 'Evolve Slakoth', 'Black 2': 'Pinwheel Forest (inner)', 'White 2': 'Pinwheel Forest (inner)', 'X': 'Trade', 'Y': 'Trade', 'Omega Ruby': 'Evolve Slakoth', 'Alpha Sapphire': 'Evolve Slakoth', 'Sun': 'Route 11 (Island Scan)Fr', 'Moon': 'Route 11 (Island Scan)Fr', 'Ultra Sun': 'Trade', 'Ultra Moon': 'Trade', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'Unobtainable', 'Shield': 'Unobtainable', 'Brilliant Diamond': 'Evolve Slakoth', 'Shining Pearl': 'Evolve Slakoth', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'South Province: Area One, Area Three, Area Five', 'Violet': 'South Province: Area One, Area Three, Area Five', 'The Hidden Treasure of Area Zero': 'Coastal Biome'}","['Scratch', 'Focus Energy', 'Encore', 'Uproar', 'Fury Swipes', 'Endure', 'Slash', 'Throat Chop', 'Counter', 'Focus Punch', 'Reversal']",3,Slakoth,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,2,440,80,80,80,55,55,90,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Normal,
289,Slaking,Lazy Pokémon,['Truant'],45,Field,15,2.0,130.5,210,Slow,70,0.5,0.5,"{'Ruby': 'Evolve Vigoroth', 'Sapphire': 'Evolve Vigoroth', 'Emerald': 'Evolve Vigoroth', 'FireRed': 'Trade', 'LeafGreen': 'Trade', 'Colosseum': 'Trade', 'XD': 'Trade', 'Diamond': 'Evolve Vigoroth', 'Pearl': 'Evolve Vigoroth', 'Platinum': 'Evolve Vigoroth', 'HeartGold': 'Evolve Vigoroth', 'SoulSilver': 'Evolve Vigoroth', 'Pal Park': 'Forest', 'Black': 'Trade', 'White': 'Evolve Vigoroth', 'Black 2': 'Pinwheel Forest (inner; rustling grass)', 'White 2': 'Pinwheel Forest (inner; rustling grass)', 'X': 'Trade', 'Y': 'Trade', 'Omega Ruby': 'Evolve Vigoroth', 'Alpha Sapphire': 'Evolve Vigoroth', 'Sun': 'Evolve Vigoroth', 'Moon': 'Evolve Vigoroth', 'Ultra Sun': 'Trade', 'Ultra Moon': 'Trade', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'Unobtainable', 'Shield': 'Unobtainable', 'Brilliant Diamond': 'Evolve Vigoroth', 'Shining Pearl': 'Evolve Vigoroth', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'North Province: Area Two, Socarrat Trail', 'Violet': 'North Province: Area Two, Socarrat Trail', 'The Hidden Treasure of Area Zero': 'Coastal Biome'}","['Sucker Punch', 'Scratch', 'Yawn', 'Encore', 'Slack Off', 'Swagger', 'Amnesia', 'Covet', 'Throat Chop', 'Counter', 'Flail', 'Fling', 'Mega Kick', 'Hammer Arm']",3,Vigoroth,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,3,670,150,160,100,95,65,100,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Normal,
290,Nincada,Trainee Pokémon,"['Compound Eyes', 'Run Away']",255,Bug,15,0.5,5.5,65,Erratic,70,0.5,0.5,"{'Ruby': 'Route 116', 'Sapphire': 'Route 116', 'Emerald': 'Route 116', 'FireRed': 'Trade', 'LeafGreen': 'Trade', 'Colosseum': 'Trade', 'XD': 'Trade', 'Diamond': 'Eterna Forest (Poké Radar)', 'Pearl': 'Eterna Forest (Poké Radar)', 'Platinum': 'Eterna Forest (Poké Radar)', 'HeartGold': 'National Park (Bug-Catching Contest)ThSa', 'SoulSilver': 'National Park (Bug-Catching Contest)ThSa', 'Pal Park': 'Forest', 'Black': 'Poké Transfer', 'White': 'Poké Transfer', 'Black 2': 'Poké Transfer', 'White 2': 'Poké Transfer', 'Dream World': 'Dream Park', 'X': 'Route 6, Friend Safari (Ground)', 'Y': 'Route 6, Friend Safari (Ground)', 'Omega Ruby': 'Route 116', 'Alpha Sapphire': 'Route 116', 'Sun': 'Pokémon Bank', 'Moon': 'Pokémon Bank', 'Ultra Sun': 'Pokémon Bank', 'Ultra Moon': 'Pokémon Bank', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'Route 5, West Lake Axewell, South Lake Miloch', 'Shield': 'Route 5, West Lake Axewell, South Lake Miloch', 'Brilliant Diamond': 'Eterna Forest (Poké Radar)', 'Shining Pearl': 'Eterna Forest (Poké Radar)', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'Unobtainable', 'Violet': 'Unobtainable'}","['Sand Attack', 'Scratch', 'Harden', 'False Swipe', 'Mud-Slap', 'Absorb', 'Metal Claw', 'Fury Swipes', 'Mind Reader', 'Dig']",3,,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,266,31,45,90,30,30,40,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.5,2.0,1.0,0.0,1.0,Bug,Ground
291,Ninjask,Ninja Pokémon,"['Speed Boost', 'Infiltrator']",120,Bug,15,0.8,12.0,155,Erratic,70,0.5,0.5,"{'Ruby': 'Evolve Nincada', 'Sapphire': 'Evolve Nincada', 'Emerald': 'Evolve Nincada', 'FireRed': 'Trade', 'LeafGreen': 'Trade', 'Colosseum': 'Trade', 'XD': 'Trade', 'Diamond': 'Evolve Nincada', 'Pearl': 'Evolve Nincada', 'Platinum': 'Evolve Nincada', 'HeartGold': 'Evolve Nincada', 'SoulSilver': 'Evolve Nincada', 'Pal Park': 'Forest', 'Black': 'Poké Transfer', 'White': 'Poké Transfer', 'Black 2': 'Poké Transfer', 'White 2': 'Poké Transfer', 'X': 'Evolve Nincada', 'Y': 'Evolve Nincada', 'Omega Ruby': 'Evolve Nincada', 'Alpha Sapphire': 'Evolve Nincada', 'Sun': 'Pokémon Bank', 'Moon': 'Pokémon Bank', 'Ultra Sun': 'Pokémon Bank', 'Ultra Moon': 'Pokémon Bank', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'Rolling Fields, Stony Wilderness', 'Shield': 'Rolling Fields, Stony Wilderness', 'Expansion Pass': 'Max Lair (Dynamax Adventure)', 'Brilliant Diamond': 'Evolve Nincada', 'Shining Pearl': 'Evolve Nincada', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'Unobtainable', 'Violet': 'Unobtainable'}","['Double Team', 'Screech', 'Fury Cutter', 'Baton Pass', 'Aerial Ace', 'Mud-Slap', 'Metal Claw', 'Dig', 'Sand Attack', 'Scratch', 'Harden', 'False Swipe', 'Double Team', 'Screech', 'Fury Cutter', 'Agility', 'Absorb', 'Bug Bite', 'Fury Swipes', 'Mind Reader', 'Slash', 'Swords Dance', 'X-Scissor']",3,Nincada,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,2,456,61,90,45,50,50,160,1.0,1.0,0.0,4.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.25,1.0,0.25,2.0,1.0,Bug,Flying
292,Shedinja,Shed Pokémon,['Wonder Guard'],45,Mineral,15,0.8,1.2,95,Erratic,70,0.0,0.0,"{'Ruby': 'Evolve Nincada with extra slot in party', 'Sapphire': 'Evolve Nincada with extra slot in party', 'Emerald': 'Evolve Nincada with extra slot in party', 'FireRed': 'Trade', 'LeafGreen': 'Trade', 'Colosseum': 'Trade', 'XD': 'Trade', 'Diamond': 'Evolve Nincada with extra slot in party and spare Poké Ball', 'Pearl': 'Evolve Nincada with extra slot in party and spare Poké Ball', 'Platinum': 'Evolve Nincada with extra slot in party and spare Poké Ball', 'HeartGold': 'Evolve Nincada with extra slot in party and spare Poké Ball', 'SoulSilver': 'Evolve Nincada with extra slot in party and spare Poké Ball', 'Pal Park': 'Forest', 'Black': 'Poké Transfer', 'White': 'Poké Transfer', 'Black 2': 'Poké Transfer', 'White 2': 'Poké Transfer', 'X': 'Evolve Nincada with extra slot in party and spare Poké Ball', 'Y': 'Evolve Nincada with extra slot in party and spare Poké Ball', 'Omega Ruby': 'Evolve Nincada with extra slot in party and spare Poké Ball', 'Alpha Sapphire': 'Evolve Nincada with extra slot in party and spare Poké Ball', 'Sun': 'Pokémon Bank', 'Moon': 'Pokémon Bank', 'Ultra Sun': 'Pokémon Bank', 'Ultra Moon': 'Pokémon Bank', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'Bridge Field, Rolling Fields, South Lake Miloch (Max Raid Battle)', 'Shield': 'Bridge Field, Rolling Fields, South Lake Miloch (Max Raid Battle)', 'Brilliant Diamond': 'Evolve Nincada with extra slot in party and spare Poké Ball', 'Shining Pearl': 'Evolve Nincada with extra slot in party and spare Poké Ball', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'Unobtainable', 'Violet': 'Unobtainable'}","['Shadow Claw', 'Grudge', 'Mud-Slap', 'Metal Claw', 'Dig', 'Scratch', 'Sand Attack', 'Harden', 'False Swipe', 'Confuse Ray', 'Absorb', 'Shadow Sneak', 'Fury Swipes', 'Mind Reader', 'Shadow Ball', 'Spite', 'Phantom Force']",3,,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,2,236,1,90,45,30,30,40,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bug,Ghost
293,Whismur,Whisper Pokémon,"['Rattled', 'Soundproof']",190,"['Monster', 'Field']",20,0.6,16.3,68,Medium Slow,70,0.5,0.5,"{'Ruby': 'Route 116, Rusturf Tunnel, Victory Road', 'Sapphire': 'Route 116, Rusturf Tunnel, Victory Road', 'Emerald': 'Route 116, Desert Underpass, Rusturf Tunnel, Victory Road', 'FireRed': 'Trade, Event', 'LeafGreen': 'Trade, Event', 'Colosseum': 'Trade', 'XD': 'Trade', 'Diamond': 'Breed Loudred or Exploud', 'Pearl': 'Breed Loudred or Exploud', 'Platinum': 'Breed Loudred or Exploud', 'HeartGold': 'Routes 30, 31, 32, 34, 35, 42, 43, 44, 45, 47, 4, 6, 9, 10, 13, 21, 22, 24, 25, 26, 27, and 28, Ruins of Alph, Mt. Silver (Hoenn Sound)', 'SoulSilver': 'Routes 30, 31, 32, 34, 35, 42, 43, 44, 45, 47, 4, 6, 9, 10, 13, 21, 22, 24, 25, 26, 27, and 28, Ruins of Alph, Mt. Silver (Hoenn Sound)', 'Pal Park': 'Mountain', 'Black': 'Trade', 'White': 'White Forest', 'Black 2': 'Trade', 'White 2': 'Trade', 'Dream World': 'Icy Cave', 'X': 'Connecting Cave', 'Y': 'Connecting Cave', 'Omega Ruby': 'Route 116, Rusturf Tunnel', 'Alpha Sapphire': 'Route 116, Rusturf Tunnel', 'Sun': 'Pokémon Bank', 'Moon': 'Pokémon Bank', 'Ultra Sun': 'Pokémon Bank', 'Ultra Moon': 'Pokémon Bank', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'Trade Version 1.2.0+', 'Shield': 'Trade Version 1.2.0+', 'Expansion Pass': ""Brawlers' Cave"", 'Brilliant Diamond': 'Breed Loudred or Exploud', 'Shining Pearl': 'Breed Loudred or Exploud', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'Unobtainable', 'Violet': 'Unobtainable'}","['Astonish', 'Pound', 'Echoed Voice', 'Howl', 'Rest', 'Sleep Talk', 'Stomp', 'Roar', 'Supersonic', 'Uproar', 'Screech', 'Hyper Voice']",3,,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,240,64,51,23,51,23,28,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Normal,
294,Loudred,Big Voice Pokémon,"['Scrappy', 'Soundproof']",120,"['Monster', 'Field']",20,1.0,40.5,126,Medium Slow,70,0.5,0.5,"{'Ruby': 'Victory Road', 'Sapphire': 'Victory Road', 'Emerald': 'Victory Road, Desert Underpass', 'FireRed': 'Trade', 'LeafGreen': 'Trade', 'Colosseum': 'Trade', 'XD': 'Trade', 'Diamond': 'Mt. Coronet (Poké Radar)', 'Pearl': 'Mt. Coronet (Poké Radar)', 'Platinum': 'Mt. Coronet (Poké Radar)', 'HeartGold': 'Evolve Whismur', 'SoulSilver': 'Evolve Whismur', 'Pal Park': 'Mountain', 'Black': 'Trade', 'White': 'Evolve Whismur', 'Black 2': 'Trade', 'White 2': 'Trade', 'X': 'Friend Safari (Normal)', 'Y': 'Friend Safari (Normal)', 'Omega Ruby': 'Victory Road', 'Alpha Sapphire': 'Victory Road', 'Sun': 'Pokémon Bank', 'Moon': 'Pokémon Bank', 'Ultra Sun': 'Pokémon Bank', 'Ultra Moon': 'Pokémon Bank', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'TradeVersion 1.2.0+', 'Shield': 'TradeVersion 1.2.0+', 'Expansion Pass': 'Evolve Whismur', 'Brilliant Diamond': 'Mt. Coronet (Poké Radar)', 'Shining Pearl': 'Mt. Coronet (Poké Radar)', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'Unobtainable', 'Violet': 'Unobtainable'}","['Bite', 'Astonish', 'Pound', 'Echoed Voice', 'Howl', 'Bite', 'Rest', 'Sleep Talk', 'Stomp', 'Roar', 'Supersonic', 'Uproar', 'Screech', 'Hyper Voice']",3,Whismur,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,2,360,84,71,43,71,43,48,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Normal,
295,Exploud,Loud Noise Pokémon,"['Scrappy', 'Soundproof']",45,"['Monster', 'Field']",20,1.5,84.0,184,Medium Slow,70,0.5,0.5,"{'Ruby': 'Evolve Loudred', 'Sapphire': 'Evolve Loudred', 'Emerald': 'Evolve Loudred', 'FireRed': 'Trade', 'LeafGreen': 'Trade', 'Colosseum': 'Trade', 'XD': 'Trade', 'Diamond': 'Evolve Loudred', 'Pearl': 'Evolve Loudred', 'Platinum': 'Evolve Loudred', 'HeartGold': 'Evolve Loudred', 'SoulSilver': 'Evolve Loudred', 'Pal Park': 'Mountain', 'Black': 'Trade', 'White': 'Evolve Loudred', 'Black 2': 'Trade', 'White 2': 'Trade', 'X': 'Evolve Loudred', 'Y': 'Evolve Loudred', 'Omega Ruby': 'Evolve Loudred', 'Alpha Sapphire': 'Evolve Loudred', 'Sun': 'Pokémon Bank', 'Moon': 'Pokémon Bank', 'Ultra Sun': 'Pokémon Bank', 'Ultra Moon': 'Pokémon Bank', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'TradeVersion 1.2.0+', 'Shield': 'TradeVersion 1.2.0+', 'Expansion Pass': 'Max Lair (Dynamax Adventure)', 'Brilliant Diamond': 'Evolve Loudred', 'Shining Pearl': 'Evolve Loudred', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'Unobtainable', 'Violet': 'Unobtainable'}","['Crunch', 'Bite', 'Ice Fang', 'Fire Fang', 'Thunder Fang', 'Astonish', 'Pound', 'Echoed Voice', 'Howl', 'Crunch', 'Rest', 'Sleep Talk', 'Stomp', 'Roar', 'Supersonic', 'Uproar', 'Screech', 'Hyper Voice', 'Boomburst', 'Hyper Beam']",3,Loudred,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,3,480,104,91,63,91,63,68,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Normal,
296,Makuhita,Guts Pokémon,"['Guts', 'Thick Fat', 'Sheer Force']",180,Human-Like,20,1.0,86.4,87,Fluctuating,70,0.75,0.25,"{'Ruby': 'Granite Cave, Victory Road', 'Sapphire': 'Granite Cave, Victory Road', 'Emerald': 'Granite Cave, Victory Road', 'FireRed': 'Trade', 'LeafGreen': 'Trade', 'Colosseum': ""Mayor's House (Shadow)"", 'XD': 'ONBS (Shadow)', 'Diamond': 'Route 225 (Swarm)', 'Pearl': 'Route 225 (Swarm)', 'Platinum': 'Route 225 (Swarm)', 'HeartGold': ""Slowpoke Well, Union Cave, Mt. Mortar, Dark Cave, Whirl Islands, Mt. Silver Cave, Ice Path, Cliff Cave, Diglett's Cave, Mt. Moon, Cerulean Cave, Rock Tunnel, Seafoam Islands, Victory Road, Tohjo Falls (Hoenn Sound)"", 'SoulSilver': ""Slowpoke Well, Union Cave, Mt. Mortar, Dark Cave, Whirl Islands, Mt. Silver Cave, Ice Path, Cliff Cave, Diglett's Cave, Mt. Moon, Cerulean Cave, Rock Tunnel, Seafoam Islands, Victory Road, Tohjo Falls (Hoenn Sound)"", 'Pal Park': 'Mountain', 'Black': 'Trade', 'White': 'Trade', 'Black 2': 'Breed Hariyama', 'White 2': 'Breed Hariyama', 'Dream World': 'Rugged Mountain', 'X': 'Breed Hariyama', 'Y': 'Breed Hariyama', 'Omega Ruby': 'Granite Cave', 'Alpha Sapphire': 'Granite Cave', 'Sun': 'Route 2', 'Moon': 'Route 2', 'Ultra Sun': 'Route 2', 'Ultra Moon': 'Route 2', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'Unobtainable', 'Shield': 'Unobtainable', 'Brilliant Diamond': 'Route 225 (Swarm)', 'Shining Pearl': 'Route 225 (Swarm)', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'South Province: Area One, Area Three, Area Five', 'Violet': 'South Province: Area One, Area Three, Area Five'}","['Tackle', 'Focus Energy', 'Sand Attack', 'Arm Thrust', 'Fake Out', 'Force Palm', 'Whirlwind', 'Knock Off', 'Bulk Up', 'Belly Drum', 'Detect', 'Seismic Toss', 'Focus Punch', 'Endure', 'Close Combat', 'Reversal', 'Heavy Slam']",3,,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,237,72,60,30,20,30,25,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,Fighting,
